ALDER;CIVILSTAND;KØN;TID;OMRÅDE;INDHOLD
20 år;Enke/enkemand;I alt;2012K4;Odense;0
20 år;Enke/enkemand;I alt;2012K4;Hele landet;0
20 år;Enke/enkemand;I alt;2013K4;København;0
20 år;Enke/enkemand;I alt;2013K4;Aalborg;0
20 år;Enke/enkemand;I alt;2013K4;Aarhus;0
20 år;Enke/enkemand;I alt;2013K4;Esbjerg;0
20 år;Enke/enkemand;I alt;2013K4;Odense;0
20 år;Enke/enkemand;I alt;2013K4;Hele landet;0
20 år;Enke/enkemand;I alt;2014K4;København;0
20 år;Enke/enkemand;I alt;2014K4;Aalborg;0
20 år;Enke/enkemand;I alt;2014K4;Aarhus;0
20 år;Enke/enkemand;I alt;2014K4;Esbjerg;0
20 år;Enke/enkemand;I alt;2014K4;Odense;0
20 år;Enke/enkemand;I alt;2014K4;Hele landet;0
20 år;Enke/enkemand;I alt;2015K4;København;0
20 år;Enke/enkemand;I alt;2015K4;Aalborg;0
20 år;Enke/enkemand;I alt;2015K4;Aarhus;0
20 år;Enke/enkemand;I alt;2015K4;Esbjerg;0
20 år;Enke/enkemand;I alt;2015K4;Odense;0
20 år;Enke/enkemand;I alt;2015K4;Hele landet;1
20 år;Enke/enkemand;I alt;2016K4;København;0
20 år;Enke/enkemand;I alt;2016K4;Aalborg;0
20 år;Enke/enkemand;I alt;2016K4;Aarhus;0
20 år;Enke/enkemand;I alt;2016K4;Esbjerg;0
20 år;Enke/enkemand;I alt;2016K4;Odense;0
20 år;Enke/enkemand;I alt;2016K4;Hele landet;0
20 år;Enke/enkemand;I alt;2017K4;København;0
20 år;Enke/enkemand;I alt;2017K4;Aalborg;0
20 år;Enke/enkemand;I alt;2017K4;Aarhus;0
20 år;Enke/enkemand;I alt;2017K4;Esbjerg;0
20 år;Enke/enkemand;I alt;2017K4;Odense;0
20 år;Enke/enkemand;I alt;2017K4;Hele landet;1
20 år;Enke/enkemand;I alt;2018K4;København;0
20 år;Enke/enkemand;I alt;2018K4;Aalborg;0
20 år;Enke/enkemand;I alt;2018K4;Aarhus;0
20 år;Enke/enkemand;I alt;2018K4;Esbjerg;0
20 år;Enke/enkemand;I alt;2018K4;Odense;0
20 år;Enke/enkemand;I alt;2018K4;Hele landet;1
20 år;Enke/enkemand;I alt;2019K4;København;0
20 år;Enke/enkemand;I alt;2019K4;Aalborg;0
20 år;Enke/enkemand;I alt;2019K4;Aarhus;0
20 år;Enke/enkemand;I alt;2019K4;Esbjerg;0
20 år;Enke/enkemand;I alt;2019K4;Odense;0
20 år;Enke/enkemand;I alt;2019K4;Hele landet;1
20 år;Enke/enkemand;I alt;2020K4;København;0
20 år;Enke/enkemand;I alt;2020K4;Aalborg;0
20 år;Enke/enkemand;I alt;2020K4;Aarhus;0
20 år;Enke/enkemand;I alt;2020K4;Esbjerg;0
20 år;Enke/enkemand;I alt;2020K4;Odense;0
20 år;Enke/enkemand;I alt;2020K4;Hele landet;0
20 år;Fraskilt;I alt;2008K4;København;3
20 år;Fraskilt;I alt;2008K4;Aalborg;1
20 år;Fraskilt;I alt;2008K4;Aarhus;0
20 år;Fraskilt;I alt;2008K4;Esbjerg;0
20 år;Fraskilt;I alt;2008K4;Odense;0
20 år;Fraskilt;I alt;2008K4;Hele landet;19
20 år;Fraskilt;I alt;2009K4;København;5
20 år;Fraskilt;I alt;2009K4;Aalborg;2
20 år;Fraskilt;I alt;2009K4;Aarhus;2
20 år;Fraskilt;I alt;2009K4;Esbjerg;0
20 år;Fraskilt;I alt;2009K4;Odense;0
20 år;Fraskilt;I alt;2009K4;Hele landet;22
20 år;Fraskilt;I alt;2010K4;København;1
20 år;Fraskilt;I alt;2010K4;Aalborg;0
20 år;Fraskilt;I alt;2010K4;Aarhus;1
20 år;Fraskilt;I alt;2010K4;Esbjerg;1
20 år;Fraskilt;I alt;2010K4;Odense;0
20 år;Fraskilt;I alt;2010K4;Hele landet;18
20 år;Fraskilt;I alt;2011K4;København;1
20 år;Fraskilt;I alt;2011K4;Aalborg;2
20 år;Fraskilt;I alt;2011K4;Aarhus;1
20 år;Fraskilt;I alt;2011K4;Esbjerg;1
20 år;Fraskilt;I alt;2011K4;Odense;0
20 år;Fraskilt;I alt;2011K4;Hele landet;18
20 år;Fraskilt;I alt;2012K4;København;3
20 år;Fraskilt;I alt;2012K4;Aalborg;0
20 år;Fraskilt;I alt;2012K4;Aarhus;0
20 år;Fraskilt;I alt;2012K4;Esbjerg;0
20 år;Fraskilt;I alt;2012K4;Odense;0
20 år;Fraskilt;I alt;2012K4;Hele landet;10
20 år;Fraskilt;I alt;2013K4;København;2
20 år;Fraskilt;I alt;2013K4;Aalborg;0
20 år;Fraskilt;I alt;2013K4;Aarhus;0
20 år;Fraskilt;I alt;2013K4;Esbjerg;0
20 år;Fraskilt;I alt;2013K4;Odense;0
20 år;Fraskilt;I alt;2013K4;Hele landet;15
20 år;Fraskilt;I alt;2014K4;København;2
20 år;Fraskilt;I alt;2014K4;Aalborg;1
20 år;Fraskilt;I alt;2014K4;Aarhus;1
20 år;Fraskilt;I alt;2014K4;Esbjerg;0
20 år;Fraskilt;I alt;2014K4;Odense;0
20 år;Fraskilt;I alt;2014K4;Hele landet;19
20 år;Fraskilt;I alt;2015K4;København;2
20 år;Fraskilt;I alt;2015K4;Aalborg;0
20 år;Fraskilt;I alt;2015K4;Aarhus;1
20 år;Fraskilt;I alt;2015K4;Esbjerg;0
20 år;Fraskilt;I alt;2015K4;Odense;1
20 år;Fraskilt;I alt;2015K4;Hele landet;15
20 år;Fraskilt;I alt;2016K4;København;1
20 år;Fraskilt;I alt;2016K4;Aalborg;0
20 år;Fraskilt;I alt;2016K4;Aarhus;1
20 år;Fraskilt;I alt;2016K4;Esbjerg;0
20 år;Fraskilt;I alt;2016K4;Odense;1
20 år;Fraskilt;I alt;2016K4;Hele landet;17
20 år;Fraskilt;I alt;2017K4;København;2
20 år;Fraskilt;I alt;2017K4;Aalborg;0
20 år;Fraskilt;I alt;2017K4;Aarhus;3
20 år;Fraskilt;I alt;2017K4;Esbjerg;0
20 år;Fraskilt;I alt;2017K4;Odense;2
20 år;Fraskilt;I alt;2017K4;Hele landet;27
20 år;Fraskilt;I alt;2018K4;København;1
20 år;Fraskilt;I alt;2018K4;Aalborg;1
20 år;Fraskilt;I alt;2018K4;Aarhus;1
20 år;Fraskilt;I alt;2018K4;Esbjerg;0
20 år;Fraskilt;I alt;2018K4;Odense;1
20 år;Fraskilt;I alt;2018K4;Hele landet;20
20 år;Fraskilt;I alt;2019K4;København;5
20 år;Fraskilt;I alt;2019K4;Aalborg;0
20 år;Fraskilt;I alt;2019K4;Aarhus;0
20 år;Fraskilt;I alt;2019K4;Esbjerg;0
20 år;Fraskilt;I alt;2019K4;Odense;0
20 år;Fraskilt;I alt;2019K4;Hele landet;12
20 år;Fraskilt;I alt;2020K4;København;1
20 år;Fraskilt;I alt;2020K4;Aalborg;1
20 år;Fraskilt;I alt;2020K4;Aarhus;1
20 år;Fraskilt;I alt;2020K4;Esbjerg;0
20 år;Fraskilt;I alt;2020K4;Odense;1
20 år;Fraskilt;I alt;2020K4;Hele landet;17
20 år;I alt;I alt;2008K4;København;7442
20 år;I alt;I alt;2008K4;Aalborg;2968
20 år;I alt;I alt;2008K4;Aarhus;5475
20 år;I alt;I alt;2008K4;Esbjerg;1456
20 år;I alt;I alt;2008K4;Odense;2839
20 år;I alt;I alt;2008K4;Hele landet;64418
20 år;I alt;I alt;2009K4;København;7971
20 år;I alt;I alt;2009K4;Aalborg;3091
20 år;I alt;I alt;2009K4;Aarhus;5945
20 år;I alt;I alt;2009K4;Esbjerg;1495
20 år;I alt;I alt;2009K4;Odense;2911
20 år;I alt;I alt;2009K4;Hele landet;67580
20 år;I alt;I alt;2010K4;København;8276
20 år;I alt;I alt;2010K4;Aalborg;3235
20 år;I alt;I alt;2010K4;Aarhus;6058
20 år;I alt;I alt;2010K4;Esbjerg;1576
20 år;I alt;I alt;2010K4;Odense;3128
20 år;I alt;I alt;2010K4;Hele landet;69945
20 år;I alt;I alt;2011K4;København;8238
20 år;I alt;I alt;2011K4;Aalborg;3568
20 år;I alt;I alt;2011K4;Aarhus;6154
20 år;I alt;I alt;2011K4;Esbjerg;1597
20 år;I alt;I alt;2011K4;Odense;3413
20 år;I alt;I alt;2011K4;Hele landet;71313
20 år;I alt;I alt;2012K4;København;8525
20 år;I alt;I alt;2012K4;Aalborg;3902
20 år;I alt;I alt;2012K4;Aarhus;6329
20 år;I alt;I alt;2012K4;Esbjerg;1604
20 år;I alt;I alt;2012K4;Odense;3445
20 år;I alt;I alt;2012K4;Hele landet;73766
20 år;I alt;I alt;2013K4;København;8506
20 år;I alt;I alt;2013K4;Aalborg;4031
20 år;I alt;I alt;2013K4;Aarhus;6466
20 år;I alt;I alt;2013K4;Esbjerg;1611
20 år;I alt;I alt;2013K4;Odense;3633
20 år;I alt;I alt;2013K4;Hele landet;74941
20 år;I alt;I alt;2014K4;København;8569
20 år;I alt;I alt;2014K4;Aalborg;4079
20 år;I alt;I alt;2014K4;Aarhus;6327
20 år;I alt;I alt;2014K4;Esbjerg;1642
20 år;I alt;I alt;2014K4;Odense;3699
20 år;I alt;I alt;2014K4;Hele landet;75418
20 år;I alt;I alt;2015K4;København;8989
20 år;I alt;I alt;2015K4;Aalborg;4190
20 år;I alt;I alt;2015K4;Aarhus;6590
20 år;I alt;I alt;2015K4;Esbjerg;1613
20 år;I alt;I alt;2015K4;Odense;3747
20 år;I alt;I alt;2015K4;Hele landet;78797
20 år;I alt;I alt;2016K4;København;8630
20 år;I alt;I alt;2016K4;Aalborg;3828
20 år;I alt;I alt;2016K4;Aarhus;6238
20 år;I alt;I alt;2016K4;Esbjerg;1544
20 år;I alt;I alt;2016K4;Odense;3614
20 år;I alt;I alt;2016K4;Hele landet;75522
20 år;I alt;I alt;2017K4;København;8773
20 år;I alt;I alt;2017K4;Aalborg;3853
20 år;I alt;I alt;2017K4;Aarhus;6352
20 år;I alt;I alt;2017K4;Esbjerg;1486
20 år;I alt;I alt;2017K4;Odense;3637
20 år;I alt;I alt;2017K4;Hele landet;76561
20 år;I alt;I alt;2018K4;København;8530
20 år;I alt;I alt;2018K4;Aalborg;3721
20 år;I alt;I alt;2018K4;Aarhus;6293
20 år;I alt;I alt;2018K4;Esbjerg;1449
20 år;I alt;I alt;2018K4;Odense;3399
20 år;I alt;I alt;2018K4;Hele landet;73805
20 år;I alt;I alt;2019K4;København;8548
20 år;I alt;I alt;2019K4;Aalborg;3681
20 år;I alt;I alt;2019K4;Aarhus;6015
20 år;I alt;I alt;2019K4;Esbjerg;1466
20 år;I alt;I alt;2019K4;Odense;3360
20 år;I alt;I alt;2019K4;Hele landet;73842
20 år;I alt;I alt;2020K4;København;8237
20 år;I alt;I alt;2020K4;Aalborg;3652
20 år;I alt;I alt;2020K4;Aarhus;5920
20 år;I alt;I alt;2020K4;Esbjerg;1403
20 år;I alt;I alt;2020K4;Odense;3329
20 år;I alt;I alt;2020K4;Hele landet;72121
21 år;Ugift;I alt;2008K4;København;9560
21 år;Ugift;I alt;2008K4;Aalborg;3453
21 år;Ugift;I alt;2008K4;Aarhus;6668
21 år;Ugift;I alt;2008K4;Esbjerg;1379
21 år;Ugift;I alt;2008K4;Odense;3225
21 år;Ugift;I alt;2008K4;Hele landet;62456
21 år;Ugift;I alt;2009K4;København;10123
21 år;Ugift;I alt;2009K4;Aalborg;3330
21 år;Ugift;I alt;2009K4;Aarhus;7216
21 år;Ugift;I alt;2009K4;Esbjerg;1390
21 år;Ugift;I alt;2009K4;Odense;3255
21 år;Ugift;I alt;2009K4;Hele landet;64801
21 år;Ugift;I alt;2010K4;København;10741
21 år;Ugift;I alt;2010K4;Aalborg;3650
21 år;Ugift;I alt;2010K4;Aarhus;7680
21 år;Ugift;I alt;2010K4;Esbjerg;1485
21 år;Ugift;I alt;2010K4;Odense;3448
21 år;Ugift;I alt;2010K4;Hele landet;67598
21 år;Ugift;I alt;2011K4;København;10914
21 år;Ugift;I alt;2011K4;Aalborg;3915
21 år;Ugift;I alt;2011K4;Aarhus;7934
21 år;Ugift;I alt;2011K4;Esbjerg;1497
21 år;Ugift;I alt;2011K4;Odense;3792
21 år;Ugift;I alt;2011K4;Hele landet;70195
21 år;Ugift;I alt;2012K4;København;11041
21 år;Ugift;I alt;2012K4;Aalborg;4214
21 år;Ugift;I alt;2012K4;Aarhus;8030
21 år;Ugift;I alt;2012K4;Esbjerg;1567
21 år;Ugift;I alt;2012K4;Odense;4078
21 år;Ugift;I alt;2012K4;Hele landet;71541
21 år;Ugift;I alt;2013K4;København;11378
21 år;Ugift;I alt;2013K4;Aalborg;4738
21 år;Ugift;I alt;2013K4;Aarhus;8362
21 år;Ugift;I alt;2013K4;Esbjerg;1553
21 år;Ugift;I alt;2013K4;Odense;4122
21 år;Ugift;I alt;2013K4;Hele landet;74195
21 år;Ugift;I alt;2014K4;København;11095
21 år;Ugift;I alt;2014K4;Aalborg;4783
21 år;Ugift;I alt;2014K4;Aarhus;8277
21 år;Ugift;I alt;2014K4;Esbjerg;1597
21 år;Ugift;I alt;2014K4;Odense;4258
21 år;Ugift;I alt;2014K4;Hele landet;74944
21 år;Ugift;I alt;2015K4;København;11414
21 år;Ugift;I alt;2015K4;Aalborg;4855
21 år;Ugift;I alt;2015K4;Aarhus;8351
21 år;Ugift;I alt;2015K4;Esbjerg;1552
21 år;Ugift;I alt;2015K4;Odense;4404
21 år;Ugift;I alt;2015K4;Hele landet;76005
21 år;Ugift;I alt;2016K4;København;11872
21 år;Ugift;I alt;2016K4;Aalborg;5002
21 år;Ugift;I alt;2016K4;Aarhus;8817
21 år;Ugift;I alt;2016K4;Esbjerg;1621
21 år;Ugift;I alt;2016K4;Odense;4598
21 år;Ugift;I alt;2016K4;Hele landet;79120
21 år;Ugift;I alt;2017K4;København;11162
21 år;Ugift;I alt;2017K4;Aalborg;4678
21 år;Ugift;I alt;2017K4;Aarhus;8529
21 år;Ugift;I alt;2017K4;Esbjerg;1513
21 år;Ugift;I alt;2017K4;Odense;4420
21 år;Ugift;I alt;2017K4;Hele landet;75601
21 år;Ugift;I alt;2018K4;København;11788
21 år;Ugift;I alt;2018K4;Aalborg;4813
21 år;Ugift;I alt;2018K4;Aarhus;9108
21 år;Ugift;I alt;2018K4;Esbjerg;1384
21 år;Ugift;I alt;2018K4;Odense;4505
21 år;Ugift;I alt;2018K4;Hele landet;76960
21 år;Ugift;I alt;2019K4;København;11506
21 år;Ugift;I alt;2019K4;Aalborg;4688
21 år;Ugift;I alt;2019K4;Aarhus;8704
21 år;Ugift;I alt;2019K4;Esbjerg;1419
21 år;Ugift;I alt;2019K4;Odense;4258
21 år;Ugift;I alt;2019K4;Hele landet;73874
21 år;Ugift;I alt;2020K4;København;11506
21 år;Ugift;I alt;2020K4;Aalborg;4727
21 år;Ugift;I alt;2020K4;Aarhus;8472
21 år;Ugift;I alt;2020K4;Esbjerg;1416
21 år;Ugift;I alt;2020K4;Odense;4277
21 år;Ugift;I alt;2020K4;Hele landet;72919
21 år;Gift/separeret;I alt;2008K4;København;134
21 år;Gift/separeret;I alt;2008K4;Aalborg;31
21 år;Gift/separeret;I alt;2008K4;Aarhus;52
21 år;Gift/separeret;I alt;2008K4;Esbjerg;20
21 år;Gift/separeret;I alt;2008K4;Odense;45
21 år;Gift/separeret;I alt;2008K4;Hele landet;980
21 år;Gift/separeret;I alt;2009K4;København;178
21 år;Gift/separeret;I alt;2009K4;Aalborg;36
21 år;Gift/separeret;I alt;2009K4;Aarhus;70
21 år;Gift/separeret;I alt;2009K4;Esbjerg;23
21 år;Gift/separeret;I alt;2009K4;Odense;44
21 år;Gift/separeret;I alt;2009K4;Hele landet;1120
21 år;Gift/separeret;I alt;2010K4;København;180
21 år;Gift/separeret;I alt;2010K4;Aalborg;28
21 år;Gift/separeret;I alt;2010K4;Aarhus;64
21 år;Gift/separeret;I alt;2010K4;Esbjerg;21
21 år;Gift/separeret;I alt;2010K4;Odense;43
21 år;Gift/separeret;I alt;2010K4;Hele landet;1080
21 år;Gift/separeret;I alt;2011K4;København;140
21 år;Gift/separeret;I alt;2011K4;Aalborg;32
21 år;Gift/separeret;I alt;2011K4;Aarhus;70
21 år;Gift/separeret;I alt;2011K4;Esbjerg;21
21 år;Gift/separeret;I alt;2011K4;Odense;39
21 år;Gift/separeret;I alt;2011K4;Hele landet;950
21 år;Gift/separeret;I alt;2012K4;København;149
21 år;Gift/separeret;I alt;2012K4;Aalborg;26
21 år;Gift/separeret;I alt;2012K4;Aarhus;51
21 år;Gift/separeret;I alt;2012K4;Esbjerg;27
21 år;Gift/separeret;I alt;2012K4;Odense;29
21 år;Gift/separeret;I alt;2012K4;Hele landet;835
21 år;Gift/separeret;I alt;2013K4;København;116
21 år;Gift/separeret;I alt;2013K4;Aalborg;25
21 år;Gift/separeret;I alt;2013K4;Aarhus;70
21 år;Gift/separeret;I alt;2013K4;Esbjerg;20
21 år;Gift/separeret;I alt;2013K4;Odense;32
21 år;Gift/separeret;I alt;2013K4;Hele landet;764
21 år;Gift/separeret;I alt;2014K4;København;115
21 år;Gift/separeret;I alt;2014K4;Aalborg;19
21 år;Gift/separeret;I alt;2014K4;Aarhus;58
21 år;Gift/separeret;I alt;2014K4;Esbjerg;16
21 år;Gift/separeret;I alt;2014K4;Odense;25
21 år;Gift/separeret;I alt;2014K4;Hele landet;820
21 år;Gift/separeret;I alt;2015K4;København;94
21 år;Gift/separeret;I alt;2015K4;Aalborg;29
21 år;Gift/separeret;I alt;2015K4;Aarhus;58
21 år;Gift/separeret;I alt;2015K4;Esbjerg;27
21 år;Gift/separeret;I alt;2015K4;Odense;23
21 år;Gift/separeret;I alt;2015K4;Hele landet;845
21 år;Gift/separeret;I alt;2016K4;København;102
21 år;Gift/separeret;I alt;2016K4;Aalborg;31
21 år;Gift/separeret;I alt;2016K4;Aarhus;61
21 år;Gift/separeret;I alt;2016K4;Esbjerg;18
21 år;Gift/separeret;I alt;2016K4;Odense;33
21 år;Gift/separeret;I alt;2016K4;Hele landet;919
21 år;Gift/separeret;I alt;2017K4;København;106
21 år;Gift/separeret;I alt;2017K4;Aalborg;34
21 år;Gift/separeret;I alt;2017K4;Aarhus;44
21 år;Gift/separeret;I alt;2017K4;Esbjerg;10
21 år;Gift/separeret;I alt;2017K4;Odense;24
21 år;Gift/separeret;I alt;2017K4;Hele landet;835
21 år;Gift/separeret;I alt;2018K4;København;73
21 år;Gift/separeret;I alt;2018K4;Aalborg;24
21 år;Gift/separeret;I alt;2018K4;Aarhus;43
21 år;Gift/separeret;I alt;2018K4;Esbjerg;11
21 år;Gift/separeret;I alt;2018K4;Odense;28
21 år;Gift/separeret;I alt;2018K4;Hele landet;758
21 år;Gift/separeret;I alt;2019K4;København;71
21 år;Gift/separeret;I alt;2019K4;Aalborg;27
21 år;Gift/separeret;I alt;2019K4;Aarhus;48
21 år;Gift/separeret;I alt;2019K4;Esbjerg;13
21 år;Gift/separeret;I alt;2019K4;Odense;23
21 år;Gift/separeret;I alt;2019K4;Hele landet;675
21 år;Gift/separeret;I alt;2020K4;København;74
21 år;Gift/separeret;I alt;2020K4;Aalborg;20
21 år;Gift/separeret;I alt;2020K4;Aarhus;33
21 år;Gift/separeret;I alt;2020K4;Esbjerg;16
21 år;Gift/separeret;I alt;2020K4;Odense;21
21 år;Gift/separeret;I alt;2020K4;Hele landet;575
21 år;Enke/enkemand;I alt;2008K4;København;0
21 år;Enke/enkemand;I alt;2008K4;Aalborg;0
21 år;Enke/enkemand;I alt;2008K4;Aarhus;0
21 år;Enke/enkemand;I alt;2008K4;Esbjerg;0
21 år;Enke/enkemand;I alt;2008K4;Odense;0
21 år;Enke/enkemand;I alt;2008K4;Hele landet;0
21 år;Enke/enkemand;I alt;2009K4;København;0
21 år;Enke/enkemand;I alt;2009K4;Aalborg;0
21 år;Enke/enkemand;I alt;2009K4;Aarhus;0
21 år;Enke/enkemand;I alt;2009K4;Esbjerg;0
21 år;Enke/enkemand;I alt;2009K4;Odense;0
21 år;Enke/enkemand;I alt;2009K4;Hele landet;0
21 år;Enke/enkemand;I alt;2010K4;København;0
21 år;Enke/enkemand;I alt;2010K4;Aalborg;0
21 år;Enke/enkemand;I alt;2010K4;Aarhus;0
21 år;Enke/enkemand;I alt;2010K4;Esbjerg;0
21 år;Enke/enkemand;I alt;2010K4;Odense;0
21 år;Enke/enkemand;I alt;2010K4;Hele landet;3
21 år;Enke/enkemand;I alt;2011K4;København;0
21 år;Enke/enkemand;I alt;2011K4;Aalborg;0
21 år;Enke/enkemand;I alt;2011K4;Aarhus;0
21 år;Enke/enkemand;I alt;2011K4;Esbjerg;0
21 år;Enke/enkemand;I alt;2011K4;Odense;0
21 år;Enke/enkemand;I alt;2011K4;Hele landet;0
21 år;Enke/enkemand;I alt;2012K4;København;0
21 år;Enke/enkemand;I alt;2012K4;Aalborg;0
21 år;Enke/enkemand;I alt;2012K4;Aarhus;0
21 år;Enke/enkemand;I alt;2012K4;Esbjerg;1
21 år;Enke/enkemand;I alt;2012K4;Odense;0
21 år;Enke/enkemand;I alt;2012K4;Hele landet;2
21 år;Enke/enkemand;I alt;2013K4;København;0
21 år;Enke/enkemand;I alt;2013K4;Aalborg;0
21 år;Enke/enkemand;I alt;2013K4;Aarhus;0
21 år;Enke/enkemand;I alt;2013K4;Esbjerg;0
21 år;Enke/enkemand;I alt;2013K4;Odense;0
21 år;Enke/enkemand;I alt;2013K4;Hele landet;0
21 år;Enke/enkemand;I alt;2014K4;København;0
21 år;Enke/enkemand;I alt;2014K4;Aalborg;0
21 år;Enke/enkemand;I alt;2014K4;Aarhus;0
21 år;Enke/enkemand;I alt;2014K4;Esbjerg;0
21 år;Enke/enkemand;I alt;2014K4;Odense;0
21 år;Enke/enkemand;I alt;2014K4;Hele landet;1
21 år;Enke/enkemand;I alt;2015K4;København;0
21 år;Enke/enkemand;I alt;2015K4;Aalborg;0
21 år;Enke/enkemand;I alt;2015K4;Aarhus;0
21 år;Enke/enkemand;I alt;2015K4;Esbjerg;0
21 år;Enke/enkemand;I alt;2015K4;Odense;0
21 år;Enke/enkemand;I alt;2015K4;Hele landet;1
21 år;Enke/enkemand;I alt;2016K4;København;0
21 år;Enke/enkemand;I alt;2016K4;Aalborg;0
21 år;Enke/enkemand;I alt;2016K4;Aarhus;1
21 år;Enke/enkemand;I alt;2016K4;Esbjerg;0
21 år;Enke/enkemand;I alt;2016K4;Odense;0
21 år;Enke/enkemand;I alt;2016K4;Hele landet;2
21 år;Enke/enkemand;I alt;2017K4;København;0
21 år;Enke/enkemand;I alt;2017K4;Aalborg;0
21 år;Enke/enkemand;I alt;2017K4;Aarhus;0
21 år;Enke/enkemand;I alt;2017K4;Esbjerg;0
21 år;Enke/enkemand;I alt;2017K4;Odense;1
21 år;Enke/enkemand;I alt;2017K4;Hele landet;2
21 år;Enke/enkemand;I alt;2018K4;København;0
21 år;Enke/enkemand;I alt;2018K4;Aalborg;0
21 år;Enke/enkemand;I alt;2018K4;Aarhus;0
21 år;Enke/enkemand;I alt;2018K4;Esbjerg;0
21 år;Enke/enkemand;I alt;2018K4;Odense;0
21 år;Enke/enkemand;I alt;2018K4;Hele landet;1
21 år;Enke/enkemand;I alt;2019K4;København;0
21 år;Enke/enkemand;I alt;2019K4;Aalborg;0
21 år;Enke/enkemand;I alt;2019K4;Aarhus;0
21 år;Enke/enkemand;I alt;2019K4;Esbjerg;0
21 år;Enke/enkemand;I alt;2019K4;Odense;0
21 år;Enke/enkemand;I alt;2019K4;Hele landet;1
21 år;Enke/enkemand;I alt;2020K4;København;0
21 år;Enke/enkemand;I alt;2020K4;Aalborg;0
21 år;Enke/enkemand;I alt;2020K4;Aarhus;0
21 år;Enke/enkemand;I alt;2020K4;Esbjerg;0
21 år;Enke/enkemand;I alt;2020K4;Odense;0
21 år;Enke/enkemand;I alt;2020K4;Hele landet;1
21 år;Fraskilt;I alt;2008K4;København;2
21 år;Fraskilt;I alt;2008K4;Aalborg;0
21 år;Fraskilt;I alt;2008K4;Aarhus;1
21 år;Fraskilt;I alt;2008K4;Esbjerg;0
21 år;Fraskilt;I alt;2008K4;Odense;1
21 år;Fraskilt;I alt;2008K4;Hele landet;27
21 år;Fraskilt;I alt;2009K4;København;4
21 år;Fraskilt;I alt;2009K4;Aalborg;4
21 år;Fraskilt;I alt;2009K4;Aarhus;6
21 år;Fraskilt;I alt;2009K4;Esbjerg;1
21 år;Fraskilt;I alt;2009K4;Odense;2
21 år;Fraskilt;I alt;2009K4;Hele landet;55
21 år;Fraskilt;I alt;2010K4;København;10
21 år;Fraskilt;I alt;2010K4;Aalborg;3
21 år;Fraskilt;I alt;2010K4;Aarhus;2
21 år;Fraskilt;I alt;2010K4;Esbjerg;0
21 år;Fraskilt;I alt;2010K4;Odense;3
21 år;Fraskilt;I alt;2010K4;Hele landet;48
21 år;Fraskilt;I alt;2011K4;København;3
21 år;Fraskilt;I alt;2011K4;Aalborg;0
21 år;Fraskilt;I alt;2011K4;Aarhus;1
21 år;Fraskilt;I alt;2011K4;Esbjerg;1
21 år;Fraskilt;I alt;2011K4;Odense;2
21 år;Fraskilt;I alt;2011K4;Hele landet;34
21 år;Fraskilt;I alt;2012K4;København;4
21 år;Fraskilt;I alt;2012K4;Aalborg;1
21 år;Fraskilt;I alt;2012K4;Aarhus;3
21 år;Fraskilt;I alt;2012K4;Esbjerg;1
21 år;Fraskilt;I alt;2012K4;Odense;1
21 år;Fraskilt;I alt;2012K4;Hele landet;33
21 år;Fraskilt;I alt;2013K4;København;7
21 år;Fraskilt;I alt;2013K4;Aalborg;1
21 år;Fraskilt;I alt;2013K4;Aarhus;2
21 år;Fraskilt;I alt;2013K4;Esbjerg;0
21 år;Fraskilt;I alt;2013K4;Odense;2
21 år;Fraskilt;I alt;2013K4;Hele landet;32
21 år;Fraskilt;I alt;2014K4;København;6
21 år;Fraskilt;I alt;2014K4;Aalborg;2
21 år;Fraskilt;I alt;2014K4;Aarhus;1
21 år;Fraskilt;I alt;2014K4;Esbjerg;1
21 år;Fraskilt;I alt;2014K4;Odense;1
21 år;Fraskilt;I alt;2014K4;Hele landet;38
21 år;Fraskilt;I alt;2015K4;København;4
21 år;Fraskilt;I alt;2015K4;Aalborg;3
21 år;Fraskilt;I alt;2015K4;Aarhus;2
21 år;Fraskilt;I alt;2015K4;Esbjerg;0
21 år;Fraskilt;I alt;2015K4;Odense;1
21 år;Fraskilt;I alt;2015K4;Hele landet;42
21 år;Fraskilt;I alt;2016K4;København;7
21 år;Fraskilt;I alt;2016K4;Aalborg;0
21 år;Fraskilt;I alt;2016K4;Aarhus;4
21 år;Fraskilt;I alt;2016K4;Esbjerg;0
21 år;Fraskilt;I alt;2016K4;Odense;1
21 år;Fraskilt;I alt;2016K4;Hele landet;39
21 år;Fraskilt;I alt;2017K4;København;2
21 år;Fraskilt;I alt;2017K4;Aalborg;1
21 år;Fraskilt;I alt;2017K4;Aarhus;4
21 år;Fraskilt;I alt;2017K4;Esbjerg;2
21 år;Fraskilt;I alt;2017K4;Odense;2
21 år;Fraskilt;I alt;2017K4;Hele landet;50
21 år;Fraskilt;I alt;2018K4;København;4
21 år;Fraskilt;I alt;2018K4;Aalborg;2
21 år;Fraskilt;I alt;2018K4;Aarhus;3
21 år;Fraskilt;I alt;2018K4;Esbjerg;1
21 år;Fraskilt;I alt;2018K4;Odense;3
21 år;Fraskilt;I alt;2018K4;Hele landet;60
21 år;Fraskilt;I alt;2019K4;København;2
21 år;Fraskilt;I alt;2019K4;Aalborg;2
21 år;Fraskilt;I alt;2019K4;Aarhus;3
21 år;Fraskilt;I alt;2019K4;Esbjerg;0
